0     0     1       15606.48 0     0     10    1    
0     1     4              . 1     0     10    0    
0     2     1       15064.13 1     0     10    0    
0     3     4              . 2     0     10    0    
0     4     1       20815.83 2     0     10    0    
0     5     1       18991.13 3     0     10    0    
0     6     1       17842.81 4     0     10    0    
0     7     1       16514.08 5     0     10    0    
0     8     4              . 6     0     10    0    
0     9     4              . 6     0     10    0    
1     0     4              . 0     0     10    1    
1     1     4              . 0     0     10    0    
1     2     1       18796.75 0     0     10    0    
1     3     4              . 1     0     10    0    
1     4     4              . 1     0     10    0    
1     5     4              . 1     0     10    0    
1     6     4              . 1     0     10    0    
1     7     4              . 1     0     10    0    
1     8     4              . 1     0     10    0    
1     9     4              . 1     0     10    0    
2     0     4              . 0     0     10    1    
2     1     4              . 0     0     10    0    
2     2     4              . 0     0     10    0    
2     3     4              . 0     0     10    0    
2     4     1       15837.85 0     0     10    0    
2     5     4              . 1     0     10    0    
2     6     4              . 1     0     10    0    
2     7     4              . 1     0     10    0    
2     8     4              . 1     0     10    0    
2     9     4              . 1     0     10    0    
3     0     4              . 0     0     10    1    
3     1     4              . 0     0     10    0    
3     2     4              . 0     0     10    0    
3     3     1       17225.80 0     0     10    0    
3     4     4              . 1     0     10    0    
3     5     1       16591.74 1     0     10    0    
3     6     4              . 2     0     10    0    
3     7     4              . 2     0     10    0    
3     8     4              . 2     0     10    0    
3     9     4              . 2     0     10    0    
4     0     4              . 0     0     10    1    
4     1     4              . 0     0     10    0    
4     2     1       19034.82 0     0     10    0    
4     3     4              . 1     0     10    0    
4     4     1       14642.64 1     0     10    0    
4     5     1       17967.93 2     0     10    0    
4     6     1       19099.00 3     0     10    0    
4     7     4              . 4     0     10    0    
4     8     1       20084.67 4     0     10    0    
4     9     4              . 5     0     10    0    
5     0     4              . 0     0     10    1    
5     1     4              . 0     0     10    0    
5     2     4              . 0     0     10    0    
5     3     4              . 0     0     10    0    
5     4     4              . 0     0     10    0    
5     5     4              . 0     0     10    0    
5     6     4              . 0     0     10    0    
5     7     4              . 0     0     10    0    
5     8     4              . 0     0     10    0    
5     9     4              . 0     0     10    0    
6     0     1       19486.72 0     0     10    1    
6     1     4              . 1     0     10    0    
6     2     1       17885.62 1     0     10    0    
6     3     1       21073.13 2     0     10    0    
6     4     4              . 3     0     10    0    
6     5     4              . 3     0     10    0    
6     6     4              . 3     0     10    0    
6     7     4              . 3     0     10    0    
6     8     1       18774.90 3     0     10    0    
6     9     4              . 4     0     10    0    
7     0     4              . 0     0     10    1    
7     1     4              . 0     0     10    0    
7     2     4              . 0     0     10    0    
7     3     1       18846.33 0     0     10    0    
7     4     4              . 1     0     10    0    
7     5     1       20667.29 1     0     10    0    
7     6     4              . 2     0     10    0    
7     7     4              . 2     0     10    0    
7     8     4              . 2     0     10    0    
7     9     4              . 2     0     10    0    
8     0     1       19705.28 0     0     10    1    
8     1     4              . 1     0     10    0    
8     2     1       17485.87 1     0     10    0    
8     3     4              . 2     0     10    0    
8     4     4              . 2     0     10    0    
8     5     1       19137.47 2     0     10    0    
8     6     4              . 3     0     10    0    
8     7     1       20790.55 3     0     10    0    
8     8     4              . 4     0     10    0    
8     9     4              . 4     0     10    0    
9     0     4              . 0     0     10    1    
9     1     1       16906.74 0     0     10    0    
9     2     4              . 1     0     10    0    
9     3     1       22838.30 1     0     10    0    
9     4     4              . 2     0     10    0    
9     5     4              . 2     0     10    0    
9     6     4              . 2     0     10    0    
9     7     4              . 2     0     10    0    
9     8     4              . 2     0     10    0    
